               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.066384,            0.026058,                   0,             0.33486,             0.60311,             0.40333,             0.10224,            0.037781,            0.016547,                   0,            0.070132,           0.0033187,           0.0033187
